code	regtype	category	numcases	phenotype
INI25723	linear	INI	6302.0	Weighted-mean_ISOVF_in_tract_posterior_thalamic_radiation_(left)
INI25724	linear	INI	6302.0	Weighted-mean_ISOVF_in_tract_posterior_thalamic_radiation_(right)
INI25725	linear	INI	6302.0	Weighted-mean_ISOVF_in_tract_superior_longitudinal_fasciculus_(left)
INI25726	linear	INI	6302.0	Weighted-mean_ISOVF_in_tract_superior_longitudinal_fasciculus_(right)
INI25727	linear	INI	6302.0	Weighted-mean_ISOVF_in_tract_superior_thalamic_radiation_(left)
INI25728	linear	INI	6302.0	Weighted-mean_ISOVF_in_tract_superior_thalamic_radiation_(right)
INI25729	linear	INI	6302.0	Weighted-mean_ISOVF_in_tract_uncinate_fasciculus_(left)
INI25730	linear	INI	6302.0	Weighted-mean_ISOVF_in_tract_uncinate_fasciculus_(right)
INI25734	linear	INI	7060.0	Inverted_signal-to-noise_ratio_in_T1
INI25735	linear	INI	7060.0	Inverted_contrast-to-noise_ratio_in_T1
INI25741	linear	INI	6651.0	Mean_rfMRI_head_motion,_averaged_across_space_and_time_points
INI25742	linear	INI	6364.0	Mean_tfMRI_head_motion,_averaged_across_space_and_time_points
INI25744	linear	INI	6651.0	Inverted_temporal_signal-to-noise_ratio_in_artefact-cleaned_pre-processed_rfMRI
INI25761	linear	INI	6364.0	90th_percentile_of_BOLD_effect_(in_group-defined_mask)_for_shapes_activation
INI25762	linear	INI	6364.0	90th_percentile_of_z-statistic_(in_group-defined_mask)_for_shapes_activation
INI25763	linear	INI	6364.0	90th_percentile_of_BOLD_effect_(in_group-defined_mask)_for_faces_activation
INI25764	linear	INI	6364.0	90th_percentile_of_z-statistic_(in_group-defined_mask)_for_faces_activation
INI25765	linear	INI	6364.0	90th_percentile_of_BOLD_effect_(in_group-defined_mask)_for_shapes-faces_contrast
INI25766	linear	INI	6364.0	90th_percentile_of_z-statistic_(in_group-defined_mask)_for_shapes-faces_contrast
INI25767	linear	INI	6364.0	90th_percentile_of_BOLD_effect_(in_group-defined_amygdala_activation_mask)_for_shapes-faces_contrast
INI25768	linear	INI	6364.0	90th_percentile_of_z-statistic_(in_group-defined_amygdala_activation_mask)_for_shapes-_faces_contrast
INI25781	linear	INI	6441.0	Total_volume_of_white_matter_hyperintensities_(from_T1_and_T2_FLAIR_images)
INI25782	linear	INI	7058.0	Volume_of_grey_matter_in_Frontal_Pole_(left)
INI25783	linear	INI	7058.0	Volume_of_grey_matter_in_Frontal_Pole_(right)
INI25784	linear	INI	7058.0	Volume_of_grey_matter_in_Insular_Cortex_(left)
INI25785	linear	INI	7058.0	Volume_of_grey_matter_in_Insular_Cortex_(right)
INI25786	linear	INI	7058.0	Volume_of_grey_matter_in_Superior_Frontal_Gyrus_(left)
INI25787	linear	INI	7058.0	Volume_of_grey_matter_in_Superior_Frontal_Gyrus_(right)
INI25788	linear	INI	7058.0	Volume_of_grey_matter_in_Middle_Frontal_Gyrus_(left)
INI25789	linear	INI	7058.0	Volume_of_grey_matter_in_Middle_Frontal_Gyrus_(right)
INI25790	linear	INI	7058.0	Volume_of_grey_matter_in_Inferior_Frontal_Gyrus,_pars_triangularis_(left)
INI25791	linear	INI	7058.0	Volume_of_grey_matter_in_Inferior_Frontal_Gyrus,_pars_triangularis_(right)
INI25792	linear	INI	7058.0	Volume_of_grey_matter_in_Inferior_Frontal_Gyrus,_pars_opercularis_(left)
INI25793	linear	INI	7058.0	Volume_of_grey_matter_in_Inferior_Frontal_Gyrus,_pars_opercularis_(right)
INI25794	linear	INI	7058.0	Volume_of_grey_matter_in_Precentral_Gyrus_(left)
INI25795	linear	INI	7058.0	Volume_of_grey_matter_in_Precentral_Gyrus_(right)
INI25796	linear	INI	7058.0	Volume_of_grey_matter_in_Temporal_Pole_(left)
INI25797	linear	INI	7058.0	Volume_of_grey_matter_in_Temporal_Pole_(right)
INI25798	linear	INI	7058.0	Volume_of_grey_matter_in_Superior_Temporal_Gyrus,_anterior_division_(left)
INI25799	linear	INI	7058.0	Volume_of_grey_matter_in_Superior_Temporal_Gyrus,_anterior_division_(right)
INI25800	linear	INI	7058.0	Volume_of_grey_matter_in_Superior_Temporal_Gyrus,_posterior_division_(left)
INI25801	linear	INI	7058.0	Volume_of_grey_matter_in_Superior_Temporal_Gyrus,_posterior_division_(right)
INI25802	linear	INI	7058.0	Volume_of_grey_matter_in_Middle_Temporal_Gyrus,_anterior_division_(left)
INI25803	linear	INI	7058.0	Volume_of_grey_matter_in_Middle_Temporal_Gyrus,_anterior_division_(right)
INI25804	linear	INI	7058.0	Volume_of_grey_matter_in_Middle_Temporal_Gyrus,_posterior_division_(left)
INI25805	linear	INI	7058.0	Volume_of_grey_matter_in_Middle_Temporal_Gyrus,_posterior_division_(right)
INI25806	linear	INI	7058.0	Volume_of_grey_matter_in_Middle_Temporal_Gyrus,_temporooccipital_part_(left)
INI25807	linear	INI	7058.0	Volume_of_grey_matter_in_Middle_Temporal_Gyrus,_temporooccipital_part_(right)
INI25808	linear	INI	7058.0	Volume_of_grey_matter_in_Inferior_Temporal_Gyrus,_anterior_division_(left)
INI25809	linear	INI	7058.0	Volume_of_grey_matter_in_Inferior_Temporal_Gyrus,_anterior_division_(right)
INI25810	linear	INI	7058.0	Volume_of_grey_matter_in_Inferior_Temporal_Gyrus,_posterior_division_(left)
INI25811	linear	INI	7058.0	Volume_of_grey_matter_in_Inferior_Temporal_Gyrus,_posterior_division_(right)
INI25812	linear	INI	7058.0	Volume_of_grey_matter_in_Inferior_Temporal_Gyrus,_temporooccipital_part_(left)
INI25813	linear	INI	7058.0	Volume_of_grey_matter_in_Inferior_Temporal_Gyrus,_temporooccipital_part_(right)
INI25814	linear	INI	7058.0	Volume_of_grey_matter_in_Postcentral_Gyrus_(left)
INI25815	linear	INI	7058.0	Volume_of_grey_matter_in_Postcentral_Gyrus_(right)
INI25816	linear	INI	7058.0	Volume_of_grey_matter_in_Superior_Parietal_Lobule_(left)
INI25817	linear	INI	7058.0	Volume_of_grey_matter_in_Superior_Parietal_Lobule_(right)
INI25818	linear	INI	7058.0	Volume_of_grey_matter_in_Supramarginal_Gyrus,_anterior_division_(left)
INI25819	linear	INI	7058.0	Volume_of_grey_matter_in_Supramarginal_Gyrus,_anterior_division_(right)
INI25820	linear	INI	7058.0	Volume_of_grey_matter_in_Supramarginal_Gyrus,_posterior_division_(left)
INI25821	linear	INI	7058.0	Volume_of_grey_matter_in_Supramarginal_Gyrus,_posterior_division_(right)
INI25822	linear	INI	7058.0	Volume_of_grey_matter_in_Angular_Gyrus_(left)
INI25823	linear	INI	7058.0	Volume_of_grey_matter_in_Angular_Gyrus_(right)
INI25824	linear	INI	7058.0	Volume_of_grey_matter_in_Lateral_Occipital_Cortex,_superior_division_(left)
INI25825	linear	INI	7058.0	Volume_of_grey_matter_in_Lateral_Occipital_Cortex,_superior_division_(right)
INI25826	linear	INI	7058.0	Volume_of_grey_matter_in_Lateral_Occipital_Cortex,_inferior_division_(left)
INI25827	linear	INI	7058.0	Volume_of_grey_matter_in_Lateral_Occipital_Cortex,_inferior_division_(right)
INI25828	linear	INI	7058.0	Volume_of_grey_matter_in_Intracalcarine_Cortex_(left)
INI25829	linear	INI	7058.0	Volume_of_grey_matter_in_Intracalcarine_Cortex_(right)
INI25830	linear	INI	7058.0	Volume_of_grey_matter_in_Frontal_Medial_Cortex_(left)
INI25831	linear	INI	7058.0	Volume_of_grey_matter_in_Frontal_Medial_Cortex_(right)
INI25832	linear	INI	7058.0	Volume_of_grey_matter_in_Juxtapositional_Lobule_Cortex_(formerly_Supplementary_Motor_Cortex)_(left)
INI25833	linear	INI	7058.0	Volume_of_grey_matter_in_Juxtapositional_Lobule_Cortex_(formerly_Supplementary_Motor_Cortex)_(right)
INI25834	linear	INI	7058.0	Volume_of_grey_matter_in_Subcallosal_Cortex_(left)
INI25835	linear	INI	7058.0	Volume_of_grey_matter_in_Subcallosal_Cortex_(right)
INI25836	linear	INI	7058.0	Volume_of_grey_matter_in_Paracingulate_Gyrus_(left)
INI25837	linear	INI	7058.0	Volume_of_grey_matter_in_Paracingulate_Gyrus_(right)
INI25838	linear	INI	7058.0	Volume_of_grey_matter_in_Cingulate_Gyrus,_anterior_division_(left)
INI25839	linear	INI	7058.0	Volume_of_grey_matter_in_Cingulate_Gyrus,_anterior_division_(right)
INI25840	linear	INI	7058.0	Volume_of_grey_matter_in_Cingulate_Gyrus,_posterior_division_(left)
INI25841	linear	INI	7058.0	Volume_of_grey_matter_in_Cingulate_Gyrus,_posterior_division_(right)
INI25842	linear	INI	7058.0	Volume_of_grey_matter_in_Precuneous_Cortex_(left)
INI25843	linear	INI	7058.0	Volume_of_grey_matter_in_Precuneous_Cortex_(right)
INI25844	linear	INI	7058.0	Volume_of_grey_matter_in_Cuneal_Cortex_(left)
INI25845	linear	INI	7058.0	Volume_of_grey_matter_in_Cuneal_Cortex_(right)
INI25846	linear	INI	7058.0	Volume_of_grey_matter_in_Frontal_Orbital_Cortex_(left)
INI25847	linear	INI	7058.0	Volume_of_grey_matter_in_Frontal_Orbital_Cortex_(right)
INI25848	linear	INI	7058.0	Volume_of_grey_matter_in_Parahippocampal_Gyrus,_anterior_division_(left)
INI25849	linear	INI	7058.0	Volume_of_grey_matter_in_Parahippocampal_Gyrus,_anterior_division_(right)
INI25850	linear	INI	7058.0	Volume_of_grey_matter_in_Parahippocampal_Gyrus,_posterior_division_(left)
INI25851	linear	INI	7058.0	Volume_of_grey_matter_in_Parahippocampal_Gyrus,_posterior_division_(right)
INI25852	linear	INI	7058.0	Volume_of_grey_matter_in_Lingual_Gyrus_(left)
INI25853	linear	INI	7058.0	Volume_of_grey_matter_in_Lingual_Gyrus_(right)
INI25854	linear	INI	7058.0	Volume_of_grey_matter_in_Temporal_Fusiform_Cortex,_anterior_division_(left)
INI25855	linear	INI	7058.0	Volume_of_grey_matter_in_Temporal_Fusiform_Cortex,_anterior_division_(right)
INI25856	linear	INI	7058.0	Volume_of_grey_matter_in_Temporal_Fusiform_Cortex,_posterior_division_(left)
INI25857	linear	INI	7058.0	Volume_of_grey_matter_in_Temporal_Fusiform_Cortex,_posterior_division_(right)
INI25858	linear	INI	7058.0	Volume_of_grey_matter_in_Temporal_Occipital_Fusiform_Cortex_(left)
INI25859	linear	INI	7058.0	Volume_of_grey_matter_in_Temporal_Occipital_Fusiform_Cortex_(right)
INI25860	linear	INI	7058.0	Volume_of_grey_matter_in_Occipital_Fusiform_Gyrus_(left)
INI25861	linear	INI	7058.0	Volume_of_grey_matter_in_Occipital_Fusiform_Gyrus_(right)
INI25862	linear	INI	7058.0	Volume_of_grey_matter_in_Frontal_Operculum_Cortex_(left)
INI25863	linear	INI	7058.0	Volume_of_grey_matter_in_Frontal_Operculum_Cortex_(right)
INI25864	linear	INI	7058.0	Volume_of_grey_matter_in_Central_Opercular_Cortex_(left)
INI25865	linear	INI	7058.0	Volume_of_grey_matter_in_Central_Opercular_Cortex_(right)
INI25866	linear	INI	7058.0	Volume_of_grey_matter_in_Parietal_Operculum_Cortex_(left)
INI25867	linear	INI	7058.0	Volume_of_grey_matter_in_Parietal_Operculum_Cortex_(right)
INI25868	linear	INI	7058.0	Volume_of_grey_matter_in_Planum_Polare_(left)
INI25869	linear	INI	7058.0	Volume_of_grey_matter_in_Planum_Polare_(right)
INI25870	linear	INI	7058.0	Volume_of_grey_matter_in_Heschl's_Gyrus_(includes_H1_and_H2)_(left)
INI25871	linear	INI	7058.0	Volume_of_grey_matter_in_Heschl's_Gyrus_(includes_H1_and_H2)_(right)
INI25872	linear	INI	7058.0	Volume_of_grey_matter_in_Planum_Temporale_(left)
INI25873	linear	INI	7058.0	Volume_of_grey_matter_in_Planum_Temporale_(right)
INI25874	linear	INI	7058.0	Volume_of_grey_matter_in_Supracalcarine_Cortex_(left)
INI25875	linear	INI	7058.0	Volume_of_grey_matter_in_Supracalcarine_Cortex_(right)
INI25876	linear	INI	7058.0	Volume_of_grey_matter_in_Occipital_Pole_(left)
INI25877	linear	INI	7058.0	Volume_of_grey_matter_in_Occipital_Pole_(right)
INI25878	linear	INI	7058.0	Volume_of_grey_matter_in_Thalamus_(left)
INI25879	linear	INI	7058.0	Volume_of_grey_matter_in_Thalamus_(right)
INI25880	linear	INI	7058.0	Volume_of_grey_matter_in_Caudate_(left)
INI25881	linear	INI	7058.0	Volume_of_grey_matter_in_Caudate_(right)
INI25882	linear	INI	7058.0	Volume_of_grey_matter_in_Putamen_(left)
INI25883	linear	INI	7058.0	Volume_of_grey_matter_in_Putamen_(right)
INI25884	linear	INI	7058.0	Volume_of_grey_matter_in_Pallidum_(left)
INI25885	linear	INI	7058.0	Volume_of_grey_matter_in_Pallidum_(right)
INI25886	linear	INI	7058.0	Volume_of_grey_matter_in_Hippocampus_(left)
INI25887	linear	INI	7058.0	Volume_of_grey_matter_in_Hippocampus_(right)
INI25888	linear	INI	7058.0	Volume_of_grey_matter_in_Amygdala_(left)
INI25889	linear	INI	7058.0	Volume_of_grey_matter_in_Amygdala_(right)
INI25890	linear	INI	7058.0	Volume_of_grey_matter_in_Ventral_Striatum_(left)
INI25891	linear	INI	7058.0	Volume_of_grey_matter_in_Ventral_Striatum_(right)
INI25892	linear	INI	7058.0	Volume_of_grey_matter_in_Brain-Stem
INI25893	linear	INI	7058.0	Volume_of_grey_matter_in_I-IV_Cerebellum_(left)
INI25894	linear	INI	7058.0	Volume_of_grey_matter_in_I-IV_Cerebellum_(right)
INI25895	linear	INI	7058.0	Volume_of_grey_matter_in_V_Cerebellum_(left)
INI25896	linear	INI	7058.0	Volume_of_grey_matter_in_V_Cerebellum_(right)
INI25897	linear	INI	7058.0	Volume_of_grey_matter_in_VI_Cerebellum_(left)
INI25898	linear	INI	7058.0	Volume_of_grey_matter_in_Vermis_VI_Cerebellum
INI25899	linear	INI	7058.0	Volume_of_grey_matter_in_VI_Cerebellum_(right)
INI25900	linear	INI	7058.0	Volume_of_grey_matter_in_Crus_I_Cerebellum_(left)
INI25901	linear	INI	7058.0	Volume_of_grey_matter_in_Vermis_Crus_I_Cerebellum
INI25902	linear	INI	7058.0	Volume_of_grey_matter_in_Crus_I_Cerebellum_(right)
INI25903	linear	INI	7058.0	Volume_of_grey_matter_in_Crus_II_Cerebellum_(left)
INI25904	linear	INI	7058.0	Volume_of_grey_matter_in_Vermis_Crus_II_Cerebellum
INI25905	linear	INI	7058.0	Volume_of_grey_matter_in_Crus_II_Cerebellum_(right)
INI25906	linear	INI	7058.0	Volume_of_grey_matter_in_VIIb_Cerebellum_(left)
INI25907	linear	INI	7058.0	Volume_of_grey_matter_in_Vermis_VIIb_Cerebellum
INI25908	linear	INI	7058.0	Volume_of_grey_matter_in_VIIb_Cerebellum_(right)
INI25909	linear	INI	7058.0	Volume_of_grey_matter_in_VIIIa_Cerebellum_(left)
INI25910	linear	INI	7058.0	Volume_of_grey_matter_in_Vermis_VIIIa_Cerebellum
INI25911	linear	INI	7058.0	Volume_of_grey_matter_in_VIIIa_Cerebellum_(right)
INI25912	linear	INI	7058.0	Volume_of_grey_matter_in_VIIIb_Cerebellum_(left)
INI25913	linear	INI	7058.0	Volume_of_grey_matter_in_Vermis_VIIIb_Cerebellum
INI25914	linear	INI	7058.0	Volume_of_grey_matter_in_VIIIb_Cerebellum_(right)
INI25915	linear	INI	7058.0	Volume_of_grey_matter_in_IX_Cerebellum_(left)
INI25916	linear	INI	7058.0	Volume_of_grey_matter_in_Vermis_IX_Cerebellum
INI25917	linear	INI	7058.0	Volume_of_grey_matter_in_IX_Cerebellum_(right)
INI25918	linear	INI	7058.0	Volume_of_grey_matter_in_X_Cerebellum_(left)
INI25919	linear	INI	7058.0	Volume_of_grey_matter_in_Vermis_X_Cerebellum
INI25920	linear	INI	7058.0	Volume_of_grey_matter_in_X_Cerebellum_(right)
INI2714	linear	INI	181063.0	Age_when_periods_started_(menarche)
INI2734	linear	INI	181063.0	Number_of_live_births
INI2744	linear	INI	147795.0	Birth_weight_of_first_child
INI2887	linear	INI	79683.0	Number_of_cigarettes_previously_smoked_daily
INI2926	linear	INI	83656.0	Number_of_unsuccessful_stop-smoking_attempts
INI2966	linear	INI	92146.0	Age_high_blood_pressure_diagnosed
INI2976	linear	INI	15953.0	Age_diabetes_diagnosed
INI30000	linear	INI	328029.0	White_blood_cell_(leukocyte)_count
INI30010	linear	INI	328032.0	Red_blood_cell_(erythrocyte)_count
INI30020	linear	INI	328031.0	Haemoglobin_concentration
INI30030	linear	INI	328032.0	Haematocrit_percentage
INI30040	linear	INI	328031.0	Mean_corpuscular_volume
INI30050	linear	INI	328028.0	Mean_corpuscular_haemoglobin
INI30060	linear	INI	328025.0	Mean_corpuscular_haemoglobin_concentration
INI30070	linear	INI	328031.0	Red_blood_cell_(erythrocyte)_distribution_width
INI30080	linear	INI	328031.0	Platelet_count
INI30090	linear	INI	327881.0	Platelet_crit
INI30100	linear	INI	328027.0	Mean_platelet_(thrombocyte)_volume
INI30110	linear	INI	327880.0	Platelet_distribution_width
INI30120	linear	INI	327479.0	Lymphocyte_count
INI30130	linear	INI	327479.0	Monocyte_count
INI30140	linear	INI	327479.0	Neutrophill_count
INI30150	linear	INI	327479.0	Eosinophill_count
INI30160	linear	INI	327479.0	Basophill_count
INI30170	linear	INI	327321.0	Nucleated_red_blood_cell_count
INI30180	linear	INI	327482.0	Lymphocyte_percentage
INI30190	linear	INI	327482.0	Monocyte_percentage
INI30200	linear	INI	327482.0	Neutrophill_percentage
INI30210	linear	INI	327482.0	Eosinophill_percentage
INI30220	linear	INI	327482.0	Basophill_percentage
INI30230	linear	INI	327318.0	Nucleated_red_blood_cell_percentage
INI30240	linear	INI	322933.0	Reticulocyte_percentage
INI30250	linear	INI	322934.0	Reticulocyte_count
INI30260	linear	INI	322934.0	Mean_reticulocyte_volume
INI30270	linear	INI	322755.0	Mean_sphered_cell_volume
INI30280	linear	INI	322755.0	Immature_reticulocyte_fraction
INI30290	linear	INI	322755.0	High_light_scatter_reticulocyte_percentage
INI30300	linear	INI	322755.0	High_light_scatter_reticulocyte_count
INI30500	linear	INI	104119.0	Microalbumin_in_urine
INI30510	linear	INI	327981.0	Creatinine_(enzymatic)_in_urine
INI30520	linear	INI	327299.0	Potassium_in_urine
INI30530	linear	INI	327302.0	Sodium_in_urine
INI3062	linear	INI	309028.0	Forced_vital_capacity_(FVC)
INI3063	linear	INI	309028.0	Forced_expiratory_volume_in_1-second_(FEV1)
INI3064	linear	INI	309028.0	Peak_expiratory_flow_(PEF)
INI3160	linear	INI	5183.0	Weight,_manual_entry
INI3456	linear	INI	23493.0	Number_of_cigarettes_currently_smoked_daily_(current_cigarette_smokers)
INI3526	linear	INI	205977.0	Mother's_age_at_death
INI3536	linear	INI	71776.0	Age_started_hormone-replacement_therapy_(HRT)
INI3546	linear	INI	71776.0	Age_last_used_hormone-replacement_therapy_(HRT)
INI3581	linear	INI	113456.0	Age_at_menopause_(last_menstrual_period)
INI3627	linear	INI	10792.0	Age_angina_diagnosed
INI3669	linear	INI	10074.0	Lifetime_number_of_same-sex_sexual_partners
INI3710	linear	INI	40465.0	Length_of_menstrual_cycle
INI3761	linear	INI	78538.0	Age_hay_fever,_rhinitis_or_eczema_diagnosed
INI3786	linear	INI	39088.0	Age_asthma_diagnosed
INI3829	linear	INI	56362.0	Number_of_stillbirths
INI3839	linear	INI	56362.0	Number_of_spontaneous_miscarriages
INI3849	linear	INI	56362.0	Number_of_pregnancy_terminations
INI3894	linear	INI	7942.0	Age_heart_attack_diagnosed
INI3992	linear	INI	5728.0	Age_emphysema/chronic_bronchitis_diagnosed
INI40007	linear	INI	9760.0	Age_at_death
INI40008	linear	INI	54827.0	Age_at_cancer_diagnosis
INI40009	linear	INI	54827.0	Reported_occurrences_of_cancer
INI4012	linear	INI	6915.0	Age_deep-vein_thrombosis_(DVT,_blood_clot_in_leg)_diagnosed
INI4022	linear	INI	2846.0	Age_pulmonary_embolism_(blood_clot_in_lung)_diagnosed
INI4056	linear	INI	5311.0	Age_stroke_diagnosed
INI4079	linear	INI	318344.0	Diastolic_blood_pressure,_automated_reading
INI4080	linear	INI	318342.0	Systolic_blood_pressure,_automated_reading
INI4194	linear	INI	126142.0	Pulse_rate
INI4195	linear	INI	126142.0	Pulse_wave_reflection_index
INI4196	linear	INI	126082.0	Pulse_wave_peak_to_peak_time
INI4198	linear	INI	126142.0	Position_of_the_pulse_wave_peak
INI4199	linear	INI	126142.0	Position_of_pulse_wave_notch
INI4230	linear	INI	123089.0	Signal-to-noise-ratio_(SNR)_of_triplet_(left)
INI4233	linear	INI	113829.0	Mean_signal-to-noise_ratio_(SNR),_(left)
INI4241	linear	INI	123050.0	Signal-to-noise-ratio_(SNR)_of_triplet_(right)
INI4244	linear	INI	113917.0	Mean_signal-to-noise_ratio_(SNR),_(right)
INI4282	linear	INI	35661.0	Maximum_digits_remembered_correctly
INI46	linear	INI	335881.0	Hand_grip_strength_(left)
INI4609	linear	INI	67453.0	Longest_period_of_depression
INI4620	linear	INI	67453.0	Number_of_depression_episodes
INI4689	linear	INI	2268.0	Age_glaucoma_diagnosed
INI47	linear	INI	335903.0	Hand_grip_strength_(right)
INI4700	linear	INI	6822.0	Age_cataract_diagnosed
INI48	linear	INI	336659.0	Waist_circumference
INI4814	linear	INI	37281.0	Tinnitus_severity/nuisance
INI49	linear	INI	336620.0	Hip_circumference
INI50	linear	INI	336500.0	Standing_height
INI5078	linear	INI	84829.0	logMAR_in_round_(left)
INI5079	linear	INI	84859.0	logMAR_in_round_(right)
INI5084	linear	INI	82752.0	Spherical_power_(right)
INI5085	linear	INI	82484.0	Spherical_power_(left)
INI5086	linear	INI	82491.0	Cylindrical_power_(left)
INI5087	linear	INI	82759.0	Cylindrical_power_(right)
INI5088	linear	INI	82759.0	Astigmatism_angle_(right)
INI5089	linear	INI	82491.0	Astigmatism_angle_(left)
INI5096	linear	INI	79815.0	3mm_weak_meridian_(left)
INI5097	linear	INI	69123.0	6mm_weak_meridian_(left)
INI5098	linear	INI	70062.0	6mm_weak_meridian_(right)
INI5099	linear	INI	79835.0	3mm_weak_meridian_(right)
INI5100	linear	INI	79835.0	3mm_weak_meridian_angle_(right)
INI5101	linear	INI	70062.0	6mm_weak_meridian_angle_(right)
INI5102	linear	INI	69123.0	6mm_weak_meridian_angle_(left)
INI5103	linear	INI	79815.0	3mm_weak_meridian_angle_(left)
INI5104	linear	INI	79815.0	3mm_strong_meridian_angle_(left)
INI5105	linear	INI	69123.0	6mm_strong_meridian_angle_(left)
INI5106	linear	INI	70062.0	6mm_strong_meridian_angle_(right)
INI5107	linear	INI	79835.0	3mm_strong_meridian_angle_(right)
INI5108	linear	INI	78321.0	3mm_asymmetry_angle_(right)
INI5109	linear	INI	43608.0	6mm_asymmetry_angle_(right)
INI5110	linear	INI	42746.0	6mm_asymmetry_angle_(left)
INI5111	linear	INI	78057.0	3mm_asymmetry_angle_(left)
INI5112	linear	INI	79802.0	3mm_cylindrical_power_angle_(left)
INI5113	linear	INI	69097.0	6mm_cylindrical_power_angle_(left)
INI5114	linear	INI	70045.0	6mm_cylindrical_power_angle_(right)
INI5115	linear	INI	79827.0	3mm_cylindrical_power_angle_(right)
INI5116	linear	INI	79835.0	3mm_cylindrical_power_(right)
INI5117	linear	INI	70062.0	6mm_cylindrical_power_(right)
INI5118	linear	INI	69123.0	6mm_cylindrical_power_(left)
INI5119	linear	INI	79815.0	3mm_cylindrical_power_(left)
INI5132	linear	INI	79835.0	3mm_strong_meridian_(right)
INI5133	linear	INI	70062.0	6mm_strong_meridian_(right)
INI5134	linear	INI	69123.0	6mm_strong_meridian_(left)
INI5135	linear	INI	79815.0	3mm_strong_meridian_(left)
INI5156	linear	INI	78057.0	3mm_asymmetry_index_(left)
INI5157	linear	INI	42746.0	6mm_asymmetry_index_(left)
INI5158	linear	INI	43608.0	6mm_asymmetry_index_(right)
INI5159	linear	INI	78321.0	3mm_asymmetry_index_(right)
INI5160	linear	INI	78344.0	3mm_regularity_index_(right)
INI5161	linear	INI	43670.0	6mm_regularity_index_(right)
INI5162	linear	INI	42760.0	6mm_regularity_index_(left)
INI5163	linear	INI	78069.0	3mm_regularity_index_(left)
INI5199	linear	INI	84863.0	logMAR,_initial_(right)
INI5201	linear	INI	84273.0	logMAR,_final_(right)
INI5206	linear	INI	84830.0	logMAR,_initial_(left)
INI5208	linear	INI	84249.0	logMAR,_final_(left)
INI5237	linear	INI	79835.0	3mm_index_of_best_keratometry_results_(right)
INI5251	linear	INI	70062.0	6mm_index_of_best_keratometry_results_(right)
INI5254	linear	INI	81534.0	Intra-ocular_pressure,_corneal-compensated_(right)
INI5255	linear	INI	81534.0	Intra-ocular_pressure,_Goldmann-correlated_(right)
INI5256	linear	INI	81534.0	Corneal_hysteresis_(right)
INI5257	linear	INI	81534.0	Corneal_resistance_factor_(right)
INI5262	linear	INI	81412.0	Intra-ocular_pressure,_corneal-compensated_(left)
INI5263	linear	INI	81412.0	Intra-ocular_pressure,_Goldmann-correlated_(left)
INI5264	linear	INI	81412.0	Corneal_hysteresis_(left)
INI5265	linear	INI	81412.0	Corneal_resistance_factor_(left)
INI5274	linear	INI	82491.0	Vertex_distance_(left)
INI5276	linear	INI	82491.0	Index_of_best_refractometry_result_(left)
INI5292	linear	INI	79815.0	3mm_index_of_best_keratometry_results_(left)
INI5306	linear	INI	69123.0	6mm_index_of_best_keratometry_results_(left)
INI5375	linear	INI	45120.0	Longest_period_of_unenthusiasm_/_disinterest
INI5386	linear	INI	45119.0	Number_of_unenthusiastic/disinterested_episodes
INI5430	linear	INI	659.0	Age_when_loss_of_vision_due_to_injury_or_trauma_diagnosed
INI5901	linear	INI	1142.0	Age_when_diabetes-related_eye_disease_diagnosed
INI5923	linear	INI	1231.0	Age_macular_degeneration_diagnosed
INI5945	linear	INI	2059.0	Age_other_serious_eye_condition_diagnosed
INI84	linear	INI	29993.0	Cancer_year/age_first_occurred
INI87	linear	INI	256433.0	Non-cancer_illness_year/age_first_occurred
INI93	linear	INI	30077.0	Systolic_blood_pressure,_manual_reading
INI94	linear	INI	30077.0	Diastolic_blood_pressure,_manual_reading
INI95	linear	INI	30077.0	Pulse_rate_(during_blood-pressure_measurement)
MED1000000001	logistic	MED	59198.0	Statin users
MED1000000002	logistic	MED	13630.0	Atorvastatin vs Statin Users
MED1000000003	logistic	MED	181.0	Fluvastatin vs Statin Users
MED1000000004	logistic	MED	1856.0	Pravastatin vs Statin Users
MED1000000005	logistic	MED	2418.0	Rosuvastatin vs Statin Users
MED1000000006	logistic	MED	41743.0	Simvastatin vs Statin Users
MED1000000008	logistic	MED	1909.0	Methotrexate vs all
MED1000000009	logistic	MED	1909.0	Methotrexate vs self reported or coded RA
MED1000000010	logistic	MED	1909.0	Methotrexate vs self reported RA
MED1000000011	logistic	MED	1115.0	NHS coded RA
MED1000000012	logistic	MED	4244.0	Self reported RA vs All
MED1000000013	logistic	MED	3976.0	Self reported or coded RA vs All
MED1140851088	logistic	MED	223.0	senokot_7.5mg_tablet
MED1140851556	logistic	MED	60.0	bedranol_10mg_tablet
MED1140851812	logistic	MED	1223.0	gtn_400micrograms_spray
MED1140852756	logistic	MED	182.0	vitamin_a
MED1140852766	logistic	MED	88.0	vitamin_a+d_capsule
MED1140852948	logistic	MED	2247.0	calcium+vitamin_d_500units_tablet
MED1140852976	logistic	MED	15946.0	multivitamins
MED1140853200	logistic	MED	108.0	bromelains
MED1140854076	logistic	MED	123.0	macrogol_ointment
MED1140855380	logistic	MED	113.0	salbuvent_100micrograms_inhaler
MED1140855562	logistic	MED	71.0	benadryl_25mg_capsule
MED1140856342	logistic	MED	373.0	syndol_tablet
MED1140857620	logistic	MED	365.0	depo-provera_50mg/1ml_injection
