#GBE_ID	GBE_NAME	FIELD	TABLE	BASKET	APP_ID	N	N_GBE	N_NBW	N_AFR	N_EAS	N_SAS	SOURCE	DATE	PATH
HC746	TTE_obsessive-compulsive_disorder	NA	NA	NA	24983	814	566	34	1	2	8	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC746.phe
HC1297	TTE_obstructive_and_reflux_uropathy	NA	NA	NA	24983	4378	2957	211	42	9	53	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1297.phe
HC974	TTE_occlusion_and_stenosis_of_precerebral_arteries,_not_resulting_in_cerebral_infarction	NA	NA	NA	24983	1630	1103	78	12	1	28	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC974.phe
cancer1017	oesophageal_cancer	NA	NA	NA	24983	1183	849	50	4	0	2	NA	2020-03-31	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/cancer/v2_2020/phe/cancer1017.phe
HC992	TTE_oesophageal_varices	NA	NA	NA	24983	845	571	47	12	1	16	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC992.phe
HC445	oesophageal_varicies	NA	NA	NA	24983	829	562	46	11	1	16	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC445.phe
HC1079	TTE_oesophagitis	NA	NA	NA	24983	14641	9881	633	108	15	227	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1079.phe
HC60	oesophagitis/barretts_oesophagus	NA	NA	NA	24983	16845	11447	737	112	15	245	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC60.phe
HC1327	TTE_orchitis_and_epididymitis	NA	NA	NA	24983	2655	1855	130	23	1	35	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1327.phe
HC376	osteoarthritis	NA	NA	NA	24983	44431	30908	1688	305	53	428	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC376.phe
HC1273	TTE_osteomyelitis	NA	NA	NA	24983	2289	1508	96	40	5	41	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1273.phe
HC1274	TTE_osteonecrosis	NA	NA	NA	24983	907	609	37	14	0	9	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1274.phe
HC182	osteopenia	NA	NA	NA	24983	1873	1282	96	5	5	19	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC182.phe
HC22	osteoporosis	NA	NA	NA	24983	16483	10805	932	92	20	197	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC22.phe
HC1267	TTE_osteoporosis_with_pathological_fracture	NA	NA	NA	24983	1590	1043	92	16	4	16	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1267.phe
HC1268	TTE_osteoporosis_without_pathological_fracture	NA	NA	NA	24983	17873	11759	1020	85	24	207	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1268.phe
HC920	TTE_otalgia_and_effusion_of_ear	NA	NA	NA	24983	16230	10910	673	138	21	368	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC920.phe
HC421	other_abdominal_problem	NA	NA	NA	24983	773	509	41	6	0	5	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC421.phe
HC1369	TTE_other_abnormal_products_of_conception	NA	NA	NA	24983	2285	1438	146	43	7	43	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1369.phe
HC1360	TTE_other_abnormal_uterine_and_vaginal_bleeding	NA	NA	NA	24983	10912	7280	474	126	27	161	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1360.phe
HC1226	TTE_other_acquired_deformities_of_limbs	NA	NA	NA	24983	4122	2878	159	59	4	61	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1226.phe
HC1282	TTE_other_acquired_deformities_of_musculoskeletal_system_and_connective_tissue	NA	NA	NA	24983	2213	1512	73	12	2	27	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1282.phe
HC941	TTE_other_acute_ischaemic_heart_diseases	NA	NA	NA	24983	3126	2095	118	20	0	111	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC941.phe
HC620	TTE_other_anaemias	NA	NA	NA	24983	22331	14332	968	468	42	631	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC620.phe
HC981	TTE_other_aneurysm	NA	NA	NA	24983	1031	695	45	11	1	13	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC981.phe
HC745	TTE_other_anxiety_disorders	NA	NA	NA	24983	22990	15540	1020	181	20	318	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC745.phe
HC617	TTE_other_aplastic_anaemias	NA	NA	NA	24983	984	636	50	11	2	16	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC617.phe
HC1218	TTE_other_arthritis	NA	NA	NA	24983	31164	20896	1257	385	24	552	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1218.phe
HC1224	TTE_other_arthrosis	NA	NA	NA	24983	73697	50767	2970	554	85	825	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1224.phe
HC603	TTE_other_bacterial_agents_as_the_cause_of_diseases_classified_to_other_chapters	NA	NA	NA	24983	13058	8318	636	208	29	300	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC603.phe
HC451	TTE_other_bacterial_intestinal_infections	NA	NA	NA	24983	7282	4816	300	93	8	116	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC451.phe
HC1260	TTE_other_bursopathies	NA	NA	NA	24983	3088	2128	145	28	2	35	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1260.phe
HC965	TTE_other_cardiac_arrhythmias	NA	NA	NA	24983	9211	6370	441	71	9	96	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC965.phe
HC872	TTE_other_cataract	NA	NA	NA	24983	31530	20617	1448	561	83	990	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC872.phe
HC976	TTE_other_cerebrovascular_diseases	NA	NA	NA	24983	5123	3286	270	94	5	78	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC976.phe
HC1035	TTE_other_chronic_obstructive_pulmonary_disease	NA	NA	NA	24983	15994	10798	754	63	4	149	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1035.phe
HC624	TTE_other_coagulation_defects	NA	NA	NA	24983	2161	1448	123	35	2	18	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC624.phe
HC1423	TTE_other_complications_of_labour_and_delivery,_not_elsewhere_classified	NA	NA	NA	24983	1012	621	75	17	6	31	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1423.phe
HC961	TTE_other_conduction_disorders	NA	NA	NA	24983	4177	2823	183	35	6	61	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC961.phe
HC1558	TTE_other_congenital_malformations_of_skin	NA	NA	NA	24983	1597	1112	62	3	0	18	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1558.phe
HC1216	TTE_other_crystal_arthropathies	NA	NA	NA	24983	841	568	44	3	1	3	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1216.phe
HC1241	TTE_other_deforming_dorsopathies	NA	NA	NA	24983	5101	3462	203	63	4	73	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1241.phe
HC808	TTE_other_degenerative_diseases_of_nervous_system,_not_elsewhere_classified	NA	NA	NA	24983	1382	918	69	12	2	16	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC808.phe
HC1158	TTE_other_dermatitis	NA	NA	NA	24983	47106	32145	2053	343	110	852	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1158.phe
HC1111	TTE_other_diseases_of_anus_and_rectum	NA	NA	NA	24983	39819	26259	2014	444	78	623	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1111.phe
HC1128	TTE_other_diseases_of_biliary_tract	NA	NA	NA	24983	3354	2289	138	25	6	46	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1128.phe
HC631	TTE_other_diseases_of_blood_and_blood-forming_organs	NA	NA	NA	24983	2014	1367	97	16	7	19	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC631.phe
HC1134	TTE_other_diseases_of_digestive_system	NA	NA	NA	24983	16804	11053	851	221	35	292	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1134.phe
HC1127	TTE_other_diseases_of_gallbladder	NA	NA	NA	24983	3194	2172	124	13	9	40	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1127.phe
HC917	TTE_other_diseases_of_inner_ear	NA	NA	NA	24983	11835	8048	483	89	20	188	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC917.phe
HC1112	TTE_other_diseases_of_intestine	NA	NA	NA	24983	24527	16437	1301	235	45	338	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1112.phe
HC1074	TTE_other_diseases_of_jaws	NA	NA	NA	24983	1733	1160	73	24	6	47	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1074.phe
HC1077	TTE_other_diseases_of_lip_and_oral_mucosa	NA	NA	NA	24983	6681	4499	290	50	9	117	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1077.phe
HC1123	TTE_other_diseases_of_liver	NA	NA	NA	24983	9010	5839	460	93	28	193	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1123.phe
HC1081	TTE_other_diseases_of_oesophagus	NA	NA	NA	24983	16910	11587	764	111	18	232	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1081.phe
HC1130	TTE_other_diseases_of_pancreas	NA	NA	NA	24983	2033	1325	108	28	1	29	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1130.phe
HC947	TTE_other_diseases_of_pericardium	NA	NA	NA	24983	2139	1414	89	47	5	32	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC947.phe
HC848	TTE_other_diseases_of_spinal_cord	NA	NA	NA	24983	1551	1021	70	19	4	15	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC848.phe
HC1089	TTE_other_diseases_of_stomach_and_duodenum	NA	NA	NA	24983	13054	8789	581	126	19	209	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1089.phe
HC1030	TTE_other_diseases_of_upper_respiratory_tract	NA	NA	NA	24983	1620	1037	75	23	6	37	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1030.phe
HC662	TTE_other_disorders_of_adrenal_gland	NA	NA	NA	24983	961	611	52	17	3	12	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC662.phe
HC984	TTE_other_disorders_of_arteries_and_arterioles	NA	NA	NA	24983	2401	1631	122	15	1	30	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC984.phe
HC1315	TTE_other_disorders_of_bladder	NA	NA	NA	24983	16670	11339	710	189	20	233	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1315.phe
HC1276	TTE_other_disorders_of_bone	NA	NA	NA	24983	4948	3316	220	45	12	75	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1276.phe
HC1272	TTE_other_disorders_of_bone_density_and_structure	NA	NA	NA	24983	12486	8390	642	41	22	152	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1272.phe
HC846	TTE_other_disorders_of_brain	NA	NA	NA	24983	3956	2708	159	46	9	40	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC846.phe
HC1338	TTE_other_disorders_of_breast	NA	NA	NA	24983	13331	8897	606	155	22	216	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1338.phe
HC1281	TTE_other_disorders_of_cartilage	NA	NA	NA	24983	2521	1635	105	42	3	58	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1281.phe
HC861	TTE_other_disorders_of_conjunctiva	NA	NA	NA	24983	8290	5667	340	132	22	159	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC861.phe
HC866	TTE_other_disorders_of_cornea	NA	NA	NA	24983	2342	1543	104	34	3	61	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC866.phe
HC921	TTE_other_disorders_of_ear,_not_elsewhere_classified	NA	NA	NA	24983	13937	9553	595	82	24	251	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC921.phe
HC907	TTE_other_disorders_of_eustachian_tube	NA	NA	NA	24983	2643	1869	135	13	0	24	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC907.phe
HC901	TTE_other_disorders_of_external_ear	NA	NA	NA	24983	29835	21026	1175	129	20	285	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC901.phe
HC897	TTE_other_disorders_of_eye_and_adnexa	NA	NA	NA	24983	7735	5059	357	103	20	245	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC897.phe
HC855	TTE_other_disorders_of_eyelid	NA	NA	NA	24983	11338	7629	488	96	17	189	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC855.phe
HC707	TTE_other_disorders_of_fluid,_electrolyte_and_acid-base_balance	NA	NA	NA	24983	11724	7718	536	151	10	276	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC707.phe
HC869	TTE_other_disorders_of_iris_and_ciliary_body	NA	NA	NA	24983	770	510	28	5	1	21	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC869.phe
HC1311	TTE_other_disorders_of_kidney_and_ureter,_not_elsewhere_classified	NA	NA	NA	24983	6727	4485	307	81	11	96	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1311.phe
HC1332	TTE_other_disorders_of_male_genital_organs	NA	NA	NA	24983	11179	7830	448	88	9	119	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1332.phe
HC912	TTE_other_disorders_of_middle_ear_and_mastoid	NA	NA	NA	24983	864	581	33	4	1	30	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC912.phe
HC1253	TTE_other_disorders_of_muscle	NA	NA	NA	24983	4344	2931	174	48	2	98	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1253.phe
HC851	TTE_other_disorders_of_nervous_system,_not_elsewhere_classified	NA	NA	NA	24983	2075	1443	95	9	1	20	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC851.phe
HC852	TTE_other_disorders_of_nervous_system_in_diseases_classified_elsewhere	NA	NA	NA	24983	1664	1097	67	34	1	27	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC852.phe
HC1025	TTE_other_disorders_of_nose_and_nasal_sinuses	NA	NA	NA	24983	17076	11356	811	136	27	365	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1025.phe
HC888	TTE_other_disorders_of_optic_[2nd]_nerve_and_visual_pathways	NA	NA	NA	24983	1248	860	53	14	3	13	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC888.phe
HC654	TTE_other_disorders_of_pancreatic_internal_secretion	NA	NA	NA	24983	3015	1937	134	64	3	90	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC654.phe
HC1330	TTE_other_disorders_of_penis	NA	NA	NA	24983	6316	4414	243	54	7	109	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1330.phe
HC1115	TTE_other_disorders_of_peritoneum	NA	NA	NA	24983	5188	3429	216	64	5	72	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1115.phe
HC1189	TTE_other_disorders_of_pigmentation	NA	NA	NA	24983	4408	2908	237	36	12	102	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1189.phe
HC1324	TTE_other_disorders_of_prostate	NA	NA	NA	24983	2927	2001	133	32	4	52	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1324.phe
HC1205	TTE_other_disorders_of_skin_and_subcutaneous_tissue,_not_elsewhere_classified	NA	NA	NA	24983	45203	31785	2066	186	49	306	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1205.phe
HC1257	TTE_other_disorders_of_synovium_and_tendon	NA	NA	NA	24983	11362	7802	464	136	30	148	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1257.phe
HC1072	TTE_other_disorders_of_teeth_and_supporting_structures	NA	NA	NA	24983	4173	2715	175	94	5	63	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1072.phe
HC647	TTE_other_disorders_of_thyroid	NA	NA	NA	24983	2141	1415	127	25	6	39	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC647.phe
HC1319	TTE_other_disorders_of_urethra	NA	NA	NA	24983	1417	982	58	19	3	10	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1319.phe
HC1321	TTE_other_disorders_of_urinary_system	NA	NA	NA	24983	44831	30175	1970	393	57	717	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1321.phe
HC994	TTE_other_disorders_of_veins	NA	NA	NA	24983	1421	930	55	14	1	30	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC994.phe
HC628	TTE_other_disorders_of_white_blood_cells	NA	NA	NA	24983	1013	652	42	9	1	30	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC628.phe
HC1249	TTE_other_dorsopathies,_not_elsewhere_classified	NA	NA	NA	24983	6235	4223	233	45	11	110	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1249.phe
HC1265	TTE_other_enthesopathies	NA	NA	NA	24983	32675	22179	1360	218	72	638	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1265.phe
HC1193	TTE_other_epidermal_thickening	NA	NA	NA	24983	3439	2303	159	41	6	96	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1193.phe
HC1167	TTE_other_erythematous_conditions	NA	NA	NA	24983	1171	775	46	8	2	16	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1167.phe
HC806	TTE_other_extrapyramidal_and_movement_disorders	NA	NA	NA	24983	4476	3135	164	9	3	56	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC806.phe
HC1342	TTE_other_female_pelvic_inflammatory_diseases	NA	NA	NA	24983	4731	3015	237	141	13	80	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1342.phe
HC1185	TTE_other_follicular_disorders	NA	NA	NA	24983	3730	2484	171	71	3	79	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1185.phe
HC1108	TTE_other_functional_intestinal_disorders	NA	NA	NA	24983	23107	15139	1131	343	24	414	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1108.phe
HC816	TTE_other_headache_syndromes	NA	NA	NA	24983	5667	3671	219	115	3	158	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC816.phe
HC919	TTE_other_hearing_loss	NA	NA	NA	24983	13202	9113	530	56	13	151	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC919.phe
HC854	TTE_other_inflammation_of_eyelid	NA	NA	NA	24983	5019	3434	236	23	4	70	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC854.phe
HC1345	TTE_other_inflammation_of_vagina_and_vulva	NA	NA	NA	24983	4936	3304	183	66	10	44	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1345.phe
HC1122	TTE_other_inflammatory_liver_diseases	NA	NA	NA	24983	2029	1322	101	24	8	40	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1122.phe
